steam_name,country_iso2,frequency
Cockroach Inc.,,1
CM Studio,,1
Clockwork Acorn,ZA,1
Clockstone,,1
Clock Wizard Games,TR,1
Cloak and Dagger Games,,1
Clifftop Games,SE,1
Cliffhanger Productions,US,1
Clickteam,,1
Clever Endeavour Games,CA,1
Clara Lehenaff,,1
Claeysbrothers,,1
Circle Gyu,,1
Ciprian Stanciu,,1
Cicada Games,,1
Chuck Productions,,1
Christophe Galati,,1
Chris Hecker,,1
Chocolate Liberation Front,,1
Chimeric,,1
Chibig,ES,1
Chewa,,1
Cheerdealers,,1
Chasing Carrots,DE,1
Charlie Oscar Lima Tango Interactive Entertainment,,1
Chaos Concept,,1
Chandler Rounsley,,1
Chance Agency,,1
ChAIR Entertainment,,1
Certain Affinity™,,1
Ceri Williams,,1
Centauri Production,CZ,1
Cemil Tasdemir,,1
CellStudios,,1
Celery Emblem™,,1
CE-Asia,CN,1
CAVYHOUSE,,1
Cavetap,,1
Cavalier Game Studios,US,1
Cat Daddy Games,US,1
Carlsen Games,,1
Cardboard Computer,,1
Carbon,US,1
Carbomb Software,,1
Capybara Games,CA,1
Capybara,CA,1
Cape Guy Ltd,,1
"Capcom Game Studio Vancouver, Inc.",,1
Capcom Game Studio Vancouver,CA,1
CAPCOM,US,1
Canberk Demir,,1
Campo Santo,,1
Camila Mattos,,1
Camel 101,US,1
Caged Element Inc.,,1
Cabygon,,1
C3SK,,1
Bytten Studio,,1
Butterscotch Shenanigans,,1
Burian Media Enterprises,,1
Bunstack,,1
Bulwark Studios,FR,1
Bullets,,1
BULKHEAD,GB,1
Bulbware,,1
Buka Entertainment,RU,1
BUGBEAR,,1
Buff Studio,,1
Bud of Lupine,,1
Brushfire Games,US,1
Broken Window Studios,GB,1
Brilliant Skies Ltd.,,1
Brightside Games,,1
Brightrock Games,GB,1
Breaking Fourth,,1
Breakfall,,1
BrazMonkey Studio,,1
Brave At Night,,1
BrashMonkey,,1
Bram Ruiter,,1
Brainwashing Games,,1
Brainshape Games,,1
Brain&Brain,,1
Brain Slap Studio,NL,1
Brace Yourself Games,CA,1
Boros Bros,,1
Born Ready Games,,1
Bootsnake Games,US,1
Booming Tech,,1
Bony Yousuf,,1
Boneloaf,GB,1
Bombservice,,1
Bomb Shelter Games,,1
Bob,,1
Blunt Games,,1
BlueTwelve Studio,,1
BlueLine Games,,1
"Bluehole, Inc.",,1
Bluebutton Games,,1
Blue Omega Entertainment,US,1
Blue Manchu,,1
Blue Mammoth Games,US,1
Bloober Team,PL,1
Blobfish,,1
BlitWorks,ES,1
BlinkWorks Media,,1
Blender Foundation,,1
Blazing Griffin,,1
Blazing Fanfish,,1
Blaster,,1
BlankMediaGames,US,1
Blackpowder Games,,1
BlackPixel Studio,,1
BlackMill Games,NL,1
Blackmill Games,NL,1
BlackMark Studio,UA,1
Blacklight Interactive,,1
Blackhole,,1
Black Wing Foundation,,1
Black Sea Studios Ltd,,1
Black Lab Games,AU,1
Black Jacket Studios,,1
Black Isle Studios,,1
Black Eye Games,DE,1
Black Element,CZ,1
BL-Logic,,1
Bits & Beasts,,1
Bitrich.info,,1
Bitmap Brothers,,1
Bitbeast Games,,1
"Bit Kid, Inc.",,1
"Bit Blot, LLC",,1
Bippinbits,DE,1
Binary Zoo,,1
Binary Takeover,,1
"Bimboosoft Co.,Ltd.",,1
Billy Basso,,1
BigWednesday,,1
Big Sandwich Games,FI,1
Big Robot Ltd,,1
Big Green Pillow,BR,1
Big Finish Games,US,1
Big Fat Alien,CA,1
Bidaj,,1
Beyond-Limits-Games,,1
Berserk Games,,1
Bermuda Computer Club,,1
Bennett Foddy,,1
Benjamin Davis,,1
Behaviour Interactive Inc.,,1
Behaviour Interactive,CA,1
BeHappy Studios,,1
BeautiFun Games,ES,1
Beautiful Glitch,ES,1
Bazooka Tango,,1
Battlefield Studios,,1
Batholith Entertainment,,1
Bastinus Rex,,1
Basilisk Games,US,1
Barribob,,1
Barrel Roll Games,DE,1
Barbedwire Studios,ES,1
BANDAI NAMCO Studio Inc.,,1
BANDAI NAMCO Studio,ES,1
BANDAI NAMCO Entertainment Inc.,RO,1
BancyCo,,1
Bae Team,,1
Bad Pixel,,1
Axis Game Factory LLC,,1
Awesome Games Studio,GB,1
Awe Interactive,GB,1
AWAR,,1
Awaceb,,1
Avalanche Software,US,1
Autonomic Interactive,,1
AutoAttack Games,US,1
Aurora Studio,US,1
Aurogon Shanghai,,1
Auren Snyder,,1
Aurelien Regard Games,,1
Aurelien Regard,,1
AtomTeam,LV,1
Atomic Elbow,,1
Atmosphere Entertainment Studios,DE,1
ATICO,,1
Atelier Choice,,1
Atelier 801,,1
Ata Türkoğlu,,1
Astral Byte Ltd.,,1
Asteroid Base,,1
asraworks,,1
Aspyr Studios,,1
Aspyr Media (remastered version),US,1
"Aspyr (Mac, Linux, & Windows Update)",,1
Ason,,1
Artplant,GB,1
Artisiti,,1
ARTDINK,,1
Art in Heart,,1
Ars Goetia,,1
ArrowSoftGames,,1
Aron Miller,,1
ArkHouse,,1
Arbitrary Metric,,1
Arberth Studios,GB,1
Apus Software,,1
Aprico Koubou,,1
Applimazing,,1
Appeal Studios,,1
ApocalypseToday,,1
AP Thomson,,1
Anvil Game Studios,MT,1
AnukenDev,,1
Antimatter Games,,1
Anteater Games,DE,1
Antanas Marcelionis,,1
ansdor,,1
Another Story,,1
Ankokumarimo,,1
Ankama Games,,1
Anisoptera Games,,1
Animu Game,,1
Angela He,,1
Angela Game,,1
Angel Matrix,,1
Anegar Games,,1
Andy Makes,,1
Anduo Games,,1
AndrewMD5,,1
Andrew Rowe,,1
Anarteam,,1
Amplify Creations,,1
Amicable Animal,,1
Amethyst Quarter,,1
Amelore,,1
Ambiera e.U.,,1
"Amaranth Games, LLC",,1
Altfuture,RS,1
Altar Games,,1
Alt Shift,,1
AlphaNuts,,1
alpha six productions,,1
Almighty Games,,1
Alligator Pit,,1
All Parts Connected,,1
Alkemi,,1
Alien Jellyfish,,1
Alexey Davydov,,1
Alexander Bruce,,1
Alex Rose,,1
Aleksey Abramenko,,1
Alawar Stargaze (Warm Lamp Games),,1
Alawar Entertainment,,1
AisStew,,1
Airship Syndicate,,1
Agharta Studio,FR,1
Aggro Crab,,1
Afterthought LLC,,1
Afterburner Studios,,1
Aether Studios,US,1
Adventure Planning Service,,1
Adriaan de Jongh,,1
adamgryu,,1
Adam Spragg,,1
Adam Murgittroyd,,1
Activision Shanghai,,1
Active Gaming Media Inc.,,1
Actalogic,SI,1
"Act 3 Games, LLC",,1
Accidental Queens,FR,1
Aburasobabiyori,,1
aburasobabiyori,,1
Abstraction,,1
Absorb Reality,,1
Abrakam Entertainment SA,,1
Abbey Games,NL,1
A Shell in the Pit,CA,1
A Jolly Corpse,,1
A Crowd of Monsters,,1
8Floor,GB,1
800 North and Digital Ranch,,1
773,,1
5th Cell Media,US,1
505 Games,,1
5 Lives Studios,AU,1
5 Bits Games,,1
4G,,1
38 Studios,US,1
3 Sprockets,,1
2K Czech,CZ,1
2dengine,,1
2D BOY,,1
24 Caret Games,US,1
1C: Maddox Games,,1
17-BIT,,1
14° East,,1
10th Art Studio,DE,1
1047 Games,US,1
10 Chambers,SE,1
@unepic_fran,,1
@CarlosGameDev,,1
][ Games Inc,,1
深爪貴族,,1
我師父的徒兒,,1
冷笑黑妖,,1
上海烛龙信息科技有限公司,,1
とらいあんぐる！,,1
つきみたけ,,1
うんこモリモリ丸,,1
