name,country_iso2,region,locality
firewolf engineering,BE,limburg,hasselt
duksel,US,california,irvine
smcleod technologies,AU,new south wales,elderslie
apprope,SE,saintckholm,stockholm
tapblaze,US,california,los angeles
koboldgames,CH,aargau,brugg
frozen kingdom,EE,tartumaa,tartu
"hullabu,hullabu.com, inc.",
hab studio,AU,,
rayking game,CN,liaoning,shenyang
"omnihanded interactive,omnihanded.com, llc",westland
estoty riga llc,LV,riga,riga
mavenhut games,IE,dublin,dublin
corncutter.games,GB,herefordshire,bromyard
arachnid games,US,california,berkeley
kahoot!,NO,oslo,oslo
irally,US,california,los angeles
xfield paintball sas,FR,midi-pyrenees,labege
allied games inc.,CA,ontario,mississauga
evil aliens,AU,act,canberra
ovosonico,IT,lombardia,milan
alpha dog games,CA,nova scotia,halifax
old skull games,FR,auvergne-rhône-alpes,villeurbanne
playdayy,CN,beijing,beijing
game hub denmark,DK,central jutland,aarhus
r-next,CO,cundinamarca,
void games limited,GB,,
temecula chess club,US,california,temecula
"bigwig games,bigwiggames.com, inc",austin
3force sagl,CH,ticino,lugano
zier,AU,victoria,south melbourne
pillbox game studio,RU,samara,moskva
chin and cheeks llc,US,california,san marcos
yucca studios,PT,lisbon,arruda dos vinhos
ucool,US,massachusetts,boston
ketchapp,FR,ile-de-france,paris
光穹遊戲股份有限公司（18light game ltd.）,TW,,
rainblade studios llc,US,utah,saratoga springs
mangatar srl,IT,lombardia,milan
marvelous europe,GB,england,london
malevolent games,CA,british columbia,surrey
animatoon studio,ES,madrid,madrid
deconstructor of fun,FI,southern finland,espoo
well placed cactus pty ltd,AU,,
eelusion gmbh,DE,hesse,frankfurt am main
trinket studios,US,illinois,chicago
广州深海软件股份有限公司,CN,,
txori,ES,navarre,esteribar
habilia,IT,sardinia,santu lussurgiu
juegamasperu,PE,lima,lima
sankraman productions,IN,delhi,new delhi
creativepunish game studio ltd,BR,sao paulo,
3ogs | three ordinary guys studio,AR,cordoba,cordoba
zigurous,US,illinois,chicago
futuretro studios,GB,east sussex,
mediacity games,US,florida,holiday
happihacking,SE,,
olympus games inc,US,washington,seattle
benjamin rivers inc.,CA,ontario,toronto
tiny lab productions,LT,,
skill check games,US,washington,tacoma
isolation empire llc,US,arizona,scottsdale
3turn productions llc,US,colorado,conifer
22cans,GB,surrey,guildford
cloudfire studios,NZ,canterbury,christchurch
the secret games company,GB,greater london,london
appify media,NL,,
ubc esports association,CA,british columbia,vancouver
creatilt,NL,noord-holland,amsterdam
three phase interactive,AU,,
foreverplane,RU,moscow,
madbyte games,TR,istanbul,maslak
borderleap,US,virginia,blacksburg
e-sports global,IN,,
rice games,US,california,los angeles
elo entertainment,US,texas,austin
yomzeo,KR,seoul,
zerozoneclub,ES,,
renren games,US,california,redwood city
white paper games,GB,,
croco studio,RO,bucuresti,bucharest
wriggle ltd,GB,london,london
"sparklight studios,sparklightstudios.com, llc",seattle
arbelos interactive,CA,ontario,hamilton
dbk games,TR,ankara,karsiyaka
pixie software,MT,,
gcon,SA,ar riyāḑ,riyadh
terahard ltd,GB,greater london,london
lingplay llc,RU,bashkortostan,ufa
reference-gaming.com,FR,provence-alpes-cote d'azur,oraison
main leaf,BR,sao paulo,jacarei
"no dice,no-dice.net, llc",
illume faces,US,massachusetts,rehoboth
nextfloor corporation,KR,seoul,
shot e-sports club,PE,lima,
canmore gaming,CA,alberta,canmore
bugdev studios,PK,punjab,lahore
demon wagon studios,US,,
broken arms games,IT,piedmont,torino
playful corp,US,texas,mckinney
game-u,US,new jersey,flemington
wowkids,UA,,
hugo games a/s,DK,capital region,copenhagen
battlepro,US,new york,new york
xmpt games,GB,surrey,woking
3s games,PE,lima,lima
cremagames,ES,madrid,
flota studio,AR,buenos aires,
vinyl games studio inc.,CA,ontario,mississauga
pixel toys,GB,,
creative spartans,PK,,
vr mobs,IN,,
blitworks,ES,catalonia,barcelona
black cube games,IR,tehrān,
par30game,IR,tehran,teheran
joy entertainment,VN,ho chi minh city,ho chi minh city
sky orchard studios inc,CA,ontario,london
new lemurs,NL,noord-holland,amsterdam
stryking entertainment gmbh,DE,berlin,berlin
swappz interactive,CA,ontario,mississauga
paranormal games,AU,,
playtestcloud,DE,berlin,
paper boat apps pvt. ltd.,IN,maharashtra,mumbai
illusionist animation,MY,selangor,petaling jaya
bluhare studios,US,nevada,las vegas
dazzle interactive/china telecom,CN,jiangsu,nanjing
gamebra.in,EE,harjumaa,tallinn
set snail,DK,,
atomic studio sas,CO,cundinamarca,
mediasoft™ entertainment sdn bhd,MY,,
good shepherd,NL,zuid-holland,voorschoten
digital lightning studios,ES,,
cute attack oy,DE,hesse,frankfurt am main
digital dream labs,US,pennsylvania,pittsburgh
spellbook entertainment,US,,
12 hit combo!,CO,cundinamarca,
mr. roboto,ES,madrid,madrid
renzo g. heredia,US,california,los angeles
xanatan games uk ltd,GB,greater london,london
arsangame,IR,tehran,teheran
gamesgrabr,GB,greater london,london
nodecraft,US,oklahoma,oklahoma city
forge gaming network,GB,kent,canterbury
betajester,GB,north yorkshire,
mojpref d.o.o.,RS,central serbia,belgrade
alfs studio,IN,west bengal,kolkata
n00b gaming,IE,,
picklehosting,AU,,
p-40 online entertainment,US,california,san francisco
espora estudio,MX,,
cloud imperium games,US,california,los angeles
pandora game studio,BR,rio de janeiro,
tag of joy,LT,vilnius,vilnius
carrot game studio,CN,liaoning,shenyang
godspeed games,IN,maharashtra,pune
88games,TH,bangkok,
flying carpets games,CA,quebec,montreal
"doubleu games co.,doubleugames.com, ltd.",
if you can company,US,california,san mateo
mimicry games,PT,coimbra,coimbra
pocket play,AU,,
tobo,CA,quebec,montreal
firewolf studios,BE,,
jandusoft s.l.,ES,catalonia,barcelona
cosmic forces,US,california,los angeles
vs gamers,ES,andalucia,malaga
cat nigiri,BR,santa catarina,florianópolis
industrial toys,US,california,pasadena
kickback,GR,thessaly,lárisa
steelplay,FR,auvergne-rhône-alpes,barberaz
mimic games,AR,mendoza,
level 4 studios,CO,bogota d.c.,
northern world entertainment software,CA,ontario,alliston
gaming insiders,US,california,los angeles
"everfire studios,everfirestudios.com, inc.",milwaukee
stelios media,NL,,
"yushino,yushino.com, llc",new york
broten technologies corporation,CA,ontario,ottawa
game whispering inc.,CA,british columbia,vancouver
alvstoft,DK,capital region,copenhagen
digikhel,IN,karnataka,bengaluru
dogbyte games,HU,debrecen,debrecen
3r interactive llc,US,indiana,fort wayne
hinterland studio inc.,CA,british columbia,vancouver
the awesome game studio (tags),US,california,fremont
bloobuzz,CA,quebec,saguenay
arth entertainment,CN,beijing,beijing
athagon,ES,madrid,
pixelberry studios,US,california,mountain view
the quantum astrophysicists guild,US,washington,seattle
502 studios,GT,guatemala,guatemala city
gamebuilders,US,illinois,urbana
vellum interactive,US,texas,addison
game-u enterprises,US,new jersey,flemington
three bards entertainment studios,US,virginia,arlington
happy polygon,US,texas,mansfield
shiro games,FR,nouvelle-aquitaine,bordeaux
berrygames,PL,lower silesia,wrocław
coolfish games,CN,,
arkavis,TH,bangkok,bangkok
"renatus media,renatus.com, llc",menlo park
wales interactive,GB,bridgend,pencoed
eldring games,SE,,
just dance vietnam,VN,ho chi minh city,ho chi minh city
the game loop,PK,,
feranimaciones,MX,nayarit,tepic
metidia,FR,ile-de-france,boulogne-billancourt
gamers.com.mt,MT,,
bandai namco studios inc.,JP,,
shine research,FR,,
"gamecomb，beijing bewinner communications co.,gamecomb.com, ltd.",
spike-chunsoft,JP,tokyo,
regio games,MX,nuevo leon,monterrey
lab zero games,US,california,los angeles
factory 1 studios,CA,british columbia,vancouver
wekantu studios,CO,bogota d.c.,bogotá
mogol inc,IT,piedmont,torino
piñata games,AU,south australia,adelaide
mobius networks (pvt),AE,dubai,
bombhead,GB,,
kahoot studios,IE,leinster,dublin
bad jokes studio,IT,,
montironi games,IT,,
yugen interactive inc.,CA,ontario,toronto
akardoo network,MX,mexico,
marketjs,MY,kuala lumpur,
union25,US,florida,lake mary
overdog,US,tennessee,nashville
derp studios ltd,GB,gloucestershire,bishops cleeve
spearhead games,CA,quebec,montreal
wild factor,FR,aquitaine,france
adda52,IN,haryana,gurgaon
about fun,CZ,praha,
raptor lab sarl,FR,auvergne-rhône-alpes,lyon
nextgaming,IT,piedmont,torino
rejected games sp. z o.o.,PL,slaskie,katowice
bonako,cape verde,,
olde sküül,US,california,el cerrito
protosprite,US,washington,bellevue
team critical hit,US,ohio,cleveland
arvension technologies llp,IN,kerala,thiruvananthapuram
"mr jiyn,mrjiyn.com, llc",austin
falling squirrel inc.,CA,ontario,st. catharines
boom brain studio,PH,laguna,san pablo
flycow games,CA,british columbia,vancouver
everture studios ltd,GB,,
peak pixel games,CA,alberta,calgary
上海火溶信息科技有限公司,CN,shanghai,shanghaishih
openraid,NL,,
antworks studio,NZ,auckland,
scorpius forge gmbh,DE,baden-wurttemberg,ulm
apocoplay,US,massachusetts,boston
pux sa,CH,ticino,lugano
sculptured entertainment,AU,victoria,melbourne
bytwice,IT,emilia-romagna,modena
serenity forge,US,colorado,boulder
oysterworld,GB,,
level up! games hispanoamérica,CO,cundinamarca,
fei hu interactive,HK,central and western,hong kong
hot n spicy digital,DE,,
pine studio,HR,,
plasticant,GB,greater london,london
square enix montreal,CA,quebec,montreal
ooki,FR,auvergne-rhône-alpes,villeurbanne
game changer,DE,berlin,berlin
厦门真有趣信息科技有限公司,CN,fujian,xiamen
mechbird,FR,ile-de-france,paris
red ladder games,US,texas,austin
chaos theory games,AU,,
warchest,GB,greater london,london
avocoder,US,california,aliso viejo
team chaos llc,US,texas,austin
madsword,LV,riga,
fans de zelda perú,PE,lima,lima
"cold fusion,coldfusion.co.jp, inc.",sapporo-shi
creative mobile studio,US,michigan,farmington hills
junglee games,IN,delhi,new delhi
blackbeard,SE,saintckholm,
traptics,GR,attiki,athens
stage clear studios,ES,madrid,las rozas de madrid
gamelevelone,ID,jakarta,jakarta
"fire opal media,fireopalmedia.com, inc.",bellevue
little arms studios,US,virginia,manassas
tonters,PH,iloilo city,iloilo
caetra studios,ES,castilla y leon,salamanca
wondergame,MX,nuevo leon,china
kiupe,FR,auvergne-rhône-alpes,lyon
gumbler esports,SE,stockholms lan,stockholm
口袋科技,CN,inner mongolia,dongsheng
cs italia asd,IT,sicilia,catania
dynamicnext,IN,kerala,cochin
bisbog (uk) ltd,GB,east sussex,
nimble minds,US,texas,plano
infamous quests,US,new york,minoa
nostalgia gamers,AR,santa fe,santa fe
relevo videogames,ES,,
native prime sas,FR,nouvelle-aquitaine,angoulême
midipixel,BR,,
gamesrnd,IN,karnataka,bengaluru
tinyfun,US,california,los angeles
creacle studio,ID,yogyakarta,bantul
blammo games inc.,CA,ontario,toronto
pubg new state apk,IN,nct,new delhi
u4ia games,US,washington,bellevue
opposable games,GB,bristol,
nuuvem,BR,rio de janeiro,rio de janeiro
ghostshark srl,IT,latium,
carbon games,US,washington,bellevue
sowogames,TR,istanbul,suadiye
remivision,PL,kujawsko-pomorskie,bydgoszcz
second impact games,GB,,
half serious,CA,quebec,montreal
red wasp design,FI,uusimaa,espoo
"free frag network,freefrag.com, llc",
syrenaica,CL,santiago metropolitan,santiago
small world interactive,EG,cairo,
tree interactive,CR,san jose,san pedro
artists entertainment,AE,dubai,
厦门西岐网络股份有限公司,CN,fujian,xiamen
alper games,GB,greater london,london
webelinx mobile development,RS,central serbia,niš
polygon toys,FI,pirkanmaa,tampere
liveduel,IE,,
mad head games,RS,vojvodina,novi sad
gameloji,TR,i̇zmir,
yippee! entertainment ltd,GB,manchester,
monkey & co.,DE,bavaria,würzburg
it matters games ug,DE,berlin,berlin
dreamgate studios,AU,,
sparkypants studios,US,maryland,baltimore
time plus q technologies oü,EE,hiiumaa,harju
upiicsa videogames,MX,mexico,
empty hill oy,FI,pirkanmaa,tampere
efecto studios,CO,,
wasd entertainment,TR,,
coastalbyte ab,SE,blekinge,karlshamn
big viking games,CA,ontario,toronto
concept softworks,US,arizona,tucson
daylight studios,SG,central singapore,singapore
razor sharp studios limited,US,west virginia,belle
flock & swarm mobility inc.,CA,british columbia,vancouver
freelives,ZA,western cape,cape town
europe entertainment,IT,veneto,padova
moon light games,IN,karnataka,bengaluru
karakasa games,US,texas,austin
digicaviar,KR,seoul,
multiplayr,IN,karnataka,bengaluru
triffco ltd,GB,greater london,london
cocodrilo dog games,AU,victoria,melbourne
minecub network,MX,mexico,
dreamkit games,CA,british columbia,vancouver
tentworks interactive,IN,karnataka,bengaluru
fifth column games,US,california,san francisco
nx studio,KR,seoul,
caramel tech studios,PK,punjab,lahore
dirtybit,NO,hordaland,bergen
veewo,CN,fujian,xiamen
nerd kingdom,US,texas,irving
tsugi,JP,niigata,
vernacular games,US,washington,redmond
ndemic creations,GB,,
ubisoft abu dhabi,AE,abu dhabi,
rabbit hole interactive,CA,british columbia,vancouver
tigershark studios,CA,british columbia,langley
chundos studio,MX,mexico,
plata games,PL,lower silesia,wrocław
zoom out games,RU,saint petersburg city,saint petersburg
rusto,NO,buskerud,hemsedal
fira soft,BR,distrito federal,brasilia
skybox labs,CA,british columbia,burnaby
wild card,NL,,
dreadlocks mobile,CZ,praha,prague
3dizzy.com ltd,GB,greater london,london
eastworks s.r.o.,SK,kosicky,košice
3h distribution oy,FR,auvergne-rhône-alpes,bron
gamehelp,BR,sao paulo,
beermogul games,AU,,
the trailerfarm ltd,GB,east sussex,sussex
diggames,US,california,fallbrook
prior games,HU,budapest,
mental moustache,FI,north karelia,joensuu
strategy mill,SE,östergötland,linköping
steele game studios,US,california,fresno
inmotion digital,ID,jawa barat,bandung
dreamlords digital,PH,central luzon,rizal
zeewave sound,ES,catalonia,barcelona
penn state esports,US,pennsylvania,university park
"liica,liica.co.jp, inc.",
ilynx,FR,ile-de-france,paris
clapfoot inc.,CA,ontario,toronto
wudya,TR,ankara,çankaya
gaming utopia inc,US,indiana,new albany
icgs publishing ltd,BR,,
"pinidea co.,pinidea.com, ltd.",chicago
"ember entertainment,ember-entertainment.com, inc.",seattle
trifecta media,US,california,los angeles
biba ventures inc.,CA,british columbia,vancouver
musopia,FI,uusimaa,helsinki
chouquette games,FR,,
gameanalytics,GB,,
house on fire,DK,,
krogni,RU,moscow city,moscow
big monster,MX,distrito federal,mexico
henchmen studio,FR,occitanie,montpellier
section studios,US,california,los angeles
instinct software ltd,US,texas,dallas
1080partners,US,california,novato
pixelburg,DE,hamburg,hamburg
wildlife studios,BR,sao paulo,
silverfish studios ltd,GB,derry,londonderry
lightning man media llc,US,massachusetts,boston
ghost games,SE,västra götaland,gothenburg
itatake ab,SE,västra götaland,gothenburg
xgamedev,AU,victoria,torquay
funday factory,DK,,
midoki ltd,GB,warwickshire,royal leamington spa
grand cru ltd,FI,uusimaa,helsinki
cloud creative studios,JP,kyoto,kioto
voidalpha,US,california,emeryville
skylocked,US,florida,lehigh acres
mastertitle games,US,texas,austin
just for games,FR,ile-de-france,saint-ouen
"aiwi interaction information technology co,aiwigame.cn,.ltd",qingdao
mechanist games,CN,fujian,xiamen
"simple games,simplegames.biz, inc",
drakhar studio,ES,madrid,alcobendas
s4g school for games gmbh,DE,berlin,
snowbird game studios,RU,moscow,moscow
combocow,GB,greater london,london
studio evil,IT,emilia-romagna,bologna
the domaginarium,SV,,
bagogames,US,connecticut,torrington
alps king pte ltd,ID,jakarta,
rabbx inc.,US,california,
blueline game studios inc,US,north carolina,durham
kinesthetic games,GB,surrey,guildford
lonely sock,CZ,,
betta games,CN,beijing,beijing
drivesim simulation sa,ES,castille and león,zamora
gamecoder studios,MX,guanajuato,guanajuato
ninja pig studios,US,california,san jose
keita-gaming,SE,vaestmanland,fagersta
hci games group,CA,ontario,waterloo
surre.al,US,new york,new york
peoplefun,US,texas,richardson
leyou technologies holdings limited (1089.hk),HK,central and western,hong kong
absurd interactive,US,washington,redmond
sixheads studios,BR,rio de janeiro,rio de janeiro
"epicycle,blindsidegame.com, llc",new york
hidden achievement,US,texas,austin
rocketpop games llc,US,texas,plano
seismic games,US,california,los angeles
theory interactive,FI,uusimaa,espoo
uni-bit studio inc.,CA,ontario,cornwall
feo media ab,SE,saintckholm,
joombi games,ID,,
"onoff gaming,onoffgaming.com, llc",
mobge,TR,hakkari,tepebasi
playdek inc.,US,california,carlsbad
liquid violet ltd,GB,greater london,london
subterranean games,GB,,
hidden variable studios,US,california,glendale
wonderverse,US,california,burbank
unrealsfx,IT,lazio,rome
pixcook,FR,ile-de-france,paris
gamexy,RU,saint-petersburg,
nano titans,PL,mazovia,warsaw
nordicedu ltd,FI,finland proper,turku
"raindrop games,raindropgames.com, pbc",santa clara
moblab,US,california,pasadena
athcraft online gaming,US,south carolina,charleston
xitol softworks,GB,,
yetizen,US,california,san francisco
digicub ltd,GB,greater london,london
warhorse studios,CZ,,
azubu,US,california,sherman oaks
tartine,FR,ile-de-france,paris
skillpixels,FI,uusimaa,helsinki
ipanema games,BR,,
badland games,ES,madrid,
fuel powered,CA,british columbia,vancouver
appynation,GB,,
young horses games,US,illinois,chicago
yos hi studios s.l.,ES,madrid,madrid
game gestalt,AT,vienna,
vienom,AT,vienna,
veritas intus,MX,mexico city,mexico city
push square,GB,leicestershire,loughborough
mech mocha,IN,karnataka,bengaluru
stigma games,US,california,
adaptivelite,US,michigan,novi
nine dots studio,CA,quebec,quebec
pixel ratio,ES,extremadura,mérida
gamesadv,GB,greater london,london
g4m3 studios,ES,madrid,madrid
heroic entertainment,US,california,culver city
sea gaming pte ltd,SG,central singapore,singapore
city state entertainment,US,virginia,fairfax
bitgem,AU,,
game craft,BG,sofia,
bat country entertainment,US,new york,east greenbush
pixeldiet entertainment ab,SE,saintckholm,
bronco esports,US,california,pomona
mobile game development studio,IN,karnataka,bengaluru
playzio,IN,telangana,
appxplore,MY,kuala lumpur,kuala lumpur
mena software,BG,,
playsaurus inc.,US,california,los angeles
playcanvas,GB,greater london,london
gameis,IL,,
boxitsoft,AR,buenos aires,mar del plata
bingo electronico,ES,valencia,
dreadlocks,CZ,praha,prague
clan of the cloud,FR,occitanie,montpellier
the gfactory,FR,auvergne-rhône-alpes,lyon
pacific interactive limited,GB,,
sof studios,US,north carolina,southern pines
dark ice studios,US,wisconsin,cudahy
tofu-testing,GB,brighton and hove,brighton
cravemob,KR,seoul,seoul
iloveyoutool,NL,noord-holland,amsterdam
unlok,CA,british columbia,kelowna
quizfortune,US,california,san francisco
art + science labs,US,california,los angeles
brr games,AU,victoria,skye
rogue vector,GB,,
kendosoft,US,idaho,rexburg
durma information and communication inc,TR,diyarbakir,tepebasi
caffeinated,US,california,los angeles
sava transmedia,CA,quebec,montreal
room 8 studio,CY,,
kihon,US,arizona,tucson
chillbro studios ab,SE,,
moonbird game studio,FR,grand est,haguenau
décron studios ltd.,FI,pirkanmaa,tampere
badland games uk,ES,madrid,
nintendo pe,PE,lima,lima
myxmg.esports,NO,oslo,oslo
rolar studios,US,new york,westbury
kevuru games,UA,kyiv city,kyiv
fallen tree games,GB,nottinghamshire,
noodlecake studios,CA,saskatchewan,saskatoon
gamersx,CL,region metropolitana,maipu
level eight ab,SE,vasterbottens lan,umea
"nullspace entertainment,facebook.com/nullspacegames, llc",
captain squiddy,DK,midtjylland,horsens
"project 239,project239.com, inc.",
women in games boston,US,massachusetts,cambridge
piccolo,IT,campania,sant'anastasia
paw print games ltd,GB,cheshire,chester
bizmine technologies,PL,mazowieckie,warsaw
qeon interactive,ID,jakarta,jakarta
nomad games ltd,GB,cheshire,cheshire
ragtag developments ltd,GB,oxfordshire,banbury
深圳市乐易网络有限公司,CN,guangdong,shenzhen
igp games ltd,GB,england,london
"runic raven entertainment,runicravenentertainment.com, llc",
gamersroom ltd.,HU,budapest,
cerberus esports club s.l,ES,canary islands,las palmas de gran canaria
juegos rancheros,US,texas,austin
bday,IL,,
ripstone,GB,liverpool,
confident gamers,US,maryland,sandy spring
arcan studios,ES,andalucia,granada
colorspace studio,CA,quebec,montreal
avettor technosoft pvt.ltd,IN,,
hypercane studios,US,washington,vancouver
big bit ltd,GB,east sussex,
"topspin networks,topspinnetworks.com, inc.",fort lauderdale
el rincón de fíklar,CO,tolima,
snaketakes studios,CA,,
netrogen blue llc,US,north carolina,apex
idomina esports,IT,piemonte,alba
leon games,IN,andhra pradesh,hyderabad
zobee & fantasy coach,US,georgia,atlanta
meteor entertainment,US,california,pasadena
black banshee studios,US,florida,winter park
playstudios,US,california,burlingame
pearlkid studio,RU,saint-petersburg,
three gates,SE,gotland,visby
camshaft software,AU,victoria,caulfield south
alchimia studios,US,utah,provo
royalcactus,FR,provence-alpes-cote d'azur,aix-en-provence
immersive play pte ltd,SG,central singapore,singapore
aiming inc.,JP,,
skyward* corp.,US,colorado,longmont
hutch games ltd,GB,greater london,london
"p4rc,p4rc.com, inc.",
evolved software,US,florida,boca raton
tecsport games ltd,GB,,
proper qa ltd,GB,,
project swg,GB,,
nakai entertainment,US,north carolina,raleigh
crackerjack games,AU,victoria,melbourne
mihoyo,MX,nuevo leon,china
inovento,CH,aargau,suhr
game mechanics llc,US,california,san diego
a maniacal game,US,california,burbank
levelup games,UA,kyyiv,kiev
maulidan games,ID,jawa timur,surabaya
mango games interactive pvt. ltd,IN,karnataka,bengaluru
paperseven,GB,east sussex,
wellplayed productions,US,massachusetts,cambridge
ejaw estonia ou,EE,,
re-logic,US,indiana,memphis
playmob,GB,england,london
camouflaj game studio,US,washington,bellevue
subscience studios,US,,
kwalee ltd,GB,warwickshire,royal leamington spa
one zero digital limited,HK,,
appturn,US,california,burlingame
minimega,AU,,
xiaocong network,CN,shanghai,yangpu
spoonsized entertainment,CA,,
plumbee,GB,greater london,london
for the win esports club - clube de desportos electrónicos,PT,lisbon,lisbon
atled technologies private limited,IN,karnataka,bengaluru
jinxsoft,GB,greater london,london
vandal games,CA,quebec,montreal
heavy spectrum limited,GB,greater london,royal kingston upon thames
guild wars 2 spain,ES,andalucia,atarfe
gamious,NL,,
spiral toys (otcqb: stoy),US,california,agoura hills
shortround,GB,east sussex,
granzella inc.,JP,,
betadwarf entertainment,AU,western australia,denmark
"reloaded games,reloadedinc.com, inc.",
playon! (formerly cd projekt hungary),HU,budapest,
hail studios,IE,dublin,dublin
nextpeer,IL,,
adrenaline monki,IL,,
newtracks,DE,berlin,berlin
smartbox entertainment,CN,jiangsu,yushan
mobjoy games,BR,,
tropical games studio,ES,canary islands,santa cruz de tenerife
lighthouse jogos e geek store,BR,,
black olive games,HR,,
netgames,DE,thuringen,gera
mino games,CA,quebec,montreal
boss alien ltd,GB,east sussex,
syldi studio,FR,centre,joue-les-tours
fuzzy logic,US,colorado,boulder
polygonmaker,BR,santa catarina,florianópolis
draug,NO,oslo,
considerable content pty ltd,AU,,
topgames,IT,,
instinct games,EG,cairo,cairo
volumes of fun,NL,,
naoplay,FR,ile-de-france,paris
octathorpe web consultants,IN,andhra pradesh,hyderabad
gameloft toronto,CA,ontario,toronto
desert owl games,US,arizona,tucson
shinezone network,CN,,
jetscorp,LT,kaunas,
geek lounge,AR,buenos aires,
berlin borough school district,US,new jersey,berlin
studio gobo,GB,east sussex,
cangrejo ideas,CL,valparaiso,vina del mar
blue void studios,US,,
shoal games ltd.,CA,british columbia,vancouver
new game town llc,US,washington,mercer island
infinitios,GB,greater london,london
game.punks gmbh,DE,bavaria,munich
ragesquid,NL,,
game art brazil,BR,sao paulo,
games n stuff alliance ab,SE,kalmar,vimmerby
"4gency,4gency.com, llc",seattle
juggernaut games,US,tennessee,nashville
freebird app studio llp,IN,gujarat,rajkot
senspark,VN,ho chi minh city,ho chi minh city
taploft,PL,,
anonymality,CA,quebec,
rebel hippo inc.,CA,ontario,kitchener
tribute games inc.,CA,quebec,montreal
akamon entertainment,ES,catalonia,barcelona
league of geeks,AU,victoria,south melbourne
rocksalt interactive games pvt ltd.,IN,,
kola studios,UG,kampala,kampala
4pillows interactive,CO,boyaca,tibasosa
xgamepro,AR,buenos aires,
dariyal games,IN,tamil nadu,chennai
"turn me up games,turnmeupgames.com, inc.",burbank
blobery ltd,FI,uusimaa,espoo
monster and monster,GB,,
argali llc,CA,alberta,calgary
fireforge,US,california,mission viejo
team redbloods esport,FR,,
level up games ltd.,GB,greater london,london
"joy of fish information technology co.,jofgame.com, ltd",wuhan
4ilab,BY,minsk,minsk
appswarm inc.,US,nevada,las vegas
octeto studios,CL,,
team reptile,NL,noord-holland,hilversum
aethex,US,california,redding
iran game development institute,IR,tehrān,
firevale,CN,beijing,
aesthetically bad software,US,colorado,highlands ranch
beautifun games,ES,catalonia,sabadell
"pluto media,pluto-media.com, inc.",menlo park
tiny bull studios,IT,piedmont,torino
ejoy,AU,,
ecogames,BR,sao paulo,
geopoly,RU,saint petersburg city,saint petersburg
pati games,KR,seoul,
bosphorus mobile,US,delaware,dover
sago (social edutainment co.),QA,baladīyat ad dawḩah,doha
mindblown labs,US,california,oakland
orionarts pte ltd,SG,central singapore,singapore
rocket jump,NZ,wellington,te aro
kamai media,MK,bitola,
crater house,US,california,san francisco
"candescent games,canplay.com, inc.",burbank
"big rock games,bigrockgames.com, llc",mequon
precision mojo,US,arizona,scottsdale
"random otaku games,randomotakugames.com, llc",
aruline studio,ID,,
jetpack interactive,CA,british columbia,vancouver
yodo1,CN,beijing,beijing
neodinamika llc,RU,kaliningrad,
third nerve,GB,greater london,london
ohio university game developer's association,US,ohio,athens
lime rocket,AU,new south wales,wollongong
triolith entertainment ab,SE,vaesterbotten,skellefteå
3d2 entertainment,ES,catalonia,barcelona
rayark inc.,TW,taiwan,taipei
gamerdating,GB,england,london
tauinsight,KR,seoul,
jumb-o-fun games,CA,british columbia,kelowna
slashware interactive,CO,antioquia,medellin
gameccino,IT,sicily,lentini
goblinworks,US,washington,redmond
campfire creations,US,california,walnut creek
sourcecode games llc.,US,colorado,idaho springs
ink vial games,GB,,
pixomatix,DE,,
nn innovation,AR,entre rios,federal
talawa games,SE,saintckholm,
draw & code,GB,,
coilworks,JP,hyogo,kawanishi
clever beans,GB,manchester,
heartbit interactive,IT,emilia-romagna,piacenza
freigeist entertainment network gmbh,DE,hamburg,
zeal game studio,SE,gotland,visby
pichuka labs,IN,tamil nadu,chennai
refuse gaming network ltd,GB,greater london,london
tap4fun,CN,,
version zero games,BR,sao paulo,
"shadow demon entertainment,shadowdemonent.com, llc",cape may court house
softone tunisie,TN,tūnis,
tharle games pvt ltd,IN,karnataka,bengaluru
"kerad games,keradgames.com, s.l.",san juan despi
chesdin applications,US,virginia,prince george
playspace,ES,,
dream farmer,IL,,
amplitude studios,FR,ile-de-france,paris
bergame,IT,lombardia,dalmine
"mihoyo co.,mihoyo.com, ltd.",shanghaishih
whacky labs,NL,noord-holland,amsterdam
outsider games ltd,GB,belfast,belfast
socialtype,US,california,los altos hills
hashbang games,US,washington,edmonds
appnormals team,ES,,
bluebat games,CA,british columbia,vancouver
thunderfish entertainment,US,california,mission viejo
joypad,CH,,
nordasia partners pte ltd,SG,central singapore,singapore
one arrow llc,US,wisconsin,middleton
orbits studio,VN,ha noi,
itzy interactive inc.,CA,alberta,edmonton
sparklingbit,DE,,
nway inc.,US,california,san francisco
snow schatten esports,BR,parana,curitiba
gigoia studios,PT,lisbon,
fuzzy wuzzy games inc.,CA,british columbia,vancouver
forsaken studios,US,texas,wichita falls
quickspin,SE,saintckholm,
kittehface software,US,texas,houston
rock path collective,RU,saint-petersburg,
mywavia studios | regaltusk private limited,IN,telangana,hyderabad
happy badger studio,US,missouri,saint louis
red barrels,CA,quebec,montreal
gravity recruitment,GB,rotherham,south yorkshire
studio fizbin,DE,baden-wurttemberg,ludwigsburg
g4x gaming ltd,IE,munster,
lugus studios,BE,limburg,hasselt
sirius software ltd.,DE,bayern,oberhaching
psychose interactive,CA,quebec,montreal
power of two games hb,SE,gotland,visby
hashstash,IN,uttar pradesh,noida
