name,country_iso2,region,locality
witch doctor gaming,US,massachusetts,boston
whipsound,ES,catalonia,barcelona
latency esports,ES,,
lihuhu pte. ltd.,SG,central singapore,singapore
esports development group,US,north carolina,charlotte
tetra games,TR,antalya,
digital expo | dex,GR,attiki,athens
geem,PL,mazovia,warsaw
e-sports society,BR,,
krajowa federacja sportów elektronicznych,PL,malopolskie,tarnow
visible realms,FI,uusimaa,helsinki
wizbitz,AU,,
warguts esports,US,oklahoma,tulsa
rebound cg.,FR,,
2axion,US,california,artesia
okomotive,CH,,
gg league,PL,,
jelly world interactive,ES,catalonia,olot
riskmaster studios llc,US,illinois,west chicago
game solutions lab,NL,,
gecko gecko games studio,UY,montevideo,
confederação brasileira de esports - cbes,BR,sao paulo,são bernardo do campo
unexpected developments ltd,US,new york,baldwin
shatterwell,CA,ontario,hamilton
deep fried games ltd,GB,glasgow city,glasgow
ninetales studios,BR,santa catarina,barra velha
lote38,PT,lisbon,lisbon
pyrolite games,ES,madrid,madrid
ghost phoenix,IR,tehran,teheran
moroccan gaming evolution,MA,casablanca-settat,casablanca
big small games,FI,uusimaa,helsinki
outdoor gaming denmark,DK,,
leaftail labs,US,washington,seattle
checkmate gaming - cmg,US,california,los angeles
hitmarker,GB,gateshead,tyne and wear
boombyte games gmbh,DE,berlin,berlin
ad hoc gaming gmbh,DE,thuringen,gera
big ear games ltd,FI,southern finland,helsinki
indépendante,FR,ile-de-france,paris
interactive vr sdn bhd,MY,,
special reserve games,US,texas,austin
silent road games,ES,andalucia,malaga
one canvas studios,US,florida,orlando
esports tickets,CA,ontario,toronto
khadga entertainment,IN,andhra pradesh,
vea games,CY,limassol,mesa geitonia
xentrics gaming,SA,makkah,jiddah
bloop,FR,provence-alpes-cote d'azur,marseille
cathar games,CA,quebec,quebec
drift games,GB,east sussex,
the home key,CA,british columbia,vancouver
gogoni studios,BR,,
akerue game entertainment,CA,quebec,montreal
ünog,TR,istanbul,kumburgaz
praxis games,PT,beja,boavista dos pinheiros
veggie squash,IN,delhi,new delhi
spout entertainment group,SG,,
iari 3d technology consulting,US,texas,missouri city
four fats,HK,,
maple moon creations,CA,ontario,niagara falls
mad mimic interactive,BR,sao paulo,
esports lab,UA,kyyiv,kiev
airo games,GB,midlothian,
swearsoft ltd,GB,greater london,london
smash house games,US,colorado,vail
horizon union ltd,GB,,
kapkan games,BY,minsk,minsk
lemongames,NL,,
esports battle league,US,florida,tampa
evocat games,FI,uusimaa,helsinki
coocoosqueaky ltd,GB,dorset,
chop chop games,DK,,
game bit,IR,tehran,teheran
next studios,CN,shanghai,shanghaishih
camelsoft llc | entertainment,TN,susah,sousse
technest innovations,IN,kerala,cochin
games for the many,GB,london,london
odysseus,ES,catalonia,barcelona
dark zone game studio,TR,ankara,çankaya
zzoner,ES,castille-la mancha,ciudad real
gamerwall,IT,veneto,roma
mj toys,FI,,
skin deep interactive,US,california,san francisco
dreamteam,US,california,santa monica
spacerabbit studio,US,texas,georgetown
skymoons kyiv,UA,kyiv,
fandex,US,north carolina,durham
association esport de l'université libre de bruxelles (aes ulb),BE,brussels capital,
blackfox studios ab,SE,stockholm,alvsjo
line games,KR,seoul,
thrashers esports,US,georgia,atlanta
spiceware,KR,seoul,
geareight games ug (haftungsbeschränkt),DE,baden-wurttemberg,schwetzingen
root16 interactive pvt. ltd.,IN,,
redi games,PL,,
highmark interactive,CA,ontario,toronto
monkey moon,FR,auvergne-rhône-alpes,lyon
gamers of future,TR,istanbul,besiktas
nanotribe gmbh,DE,berlin,
rachelhartanto.com,US,california,santa clarita
conspexit games studio ltd,GB,greater london,london
connect games studio,PK,punjab,gujranwala
jaysonite studios,SG,central singapore,singapore
onemolegames,TR,eskisehir,eskisehir
"studio cube,cubegames.org, inc.",la crescenta
beyond-fx,US,california,santa monica
mesmerize studio kenya,KE,,
arcanist,NZ,auckland,
mantisco,KR,seoul,
awesome gaming,SG,central singapore,singapore
the business of indie games,GB,england,london
wala interactive,IN,delhi,new delhi
glaucus games,DE,saarland,niederkirchen
tasman games,NL,zuid-holland,rotterdam
guaranapps,FR,ile-de-france,boulogne-billancourt
kaws4 effects,GB,england,london
flitch games ltd.,GB,essex,colchester
visper games,DE,berlin,berlin
rivertune games,LK,western,colombo
diamond gaming hub,ZA,eastern cape,port elizabeth
ratloop games canada,CA,quebec,montreal
phaethon games,FR,ile-de-france,paris
gemtastic unicorns,EE,,
alt-hiatus games,US,new york,brooklyn
hexterion,GB,glasgow city,glasgow
illusion interactive,US,california,san mateo
virtualracing.lt,LT,,
twilight raven games llc,US,pennsylvania,
ultra eleven,NL,noord-brabant,prinsenbeek
rogue sound llc,US,missouri,saint louis
motusapp,DK,capital region,
oasis interactive design,SG,,
aztec game lab (san diego state university),US,california,san diego
bombay play,IN,karnataka,bengaluru
i n f i n i t y 27,GB,,
"head-high co.,head-high.com, ltd.",
r-gp1,IT,,
greycode,SE,uppsala lan,uppsala
gamedust,PL,,
coffee owl games,UA,,
gc distribution,FR,poitou-charentes,la rochelle
sitnplay games,US,delaware,dover
suji games,TR,istanbul,istanbul
kinda game limited,HK,central and western,hong kong
orange slip studios,US,new jersey,newfoundland
golden games studios,ES,,
bluebox source,US,ohio,canal fulton
tactical collective modding,GB,,
psyber games studios,GB,west dunbartonshire,
bugshell,FI,uusimaa,helsinki
m.studios,EG,cairo,new cairo
deadliest cold,US,california,san francisco
maycam evolve gaming esport team,AR,buenos aires,
česká asociace esportu,CZ,,
ebixir,IL,tel aviv,tel aviv-yafo
indian gamers club,IN,punjab,
pocket52,IN,karnataka,bengaluru
gg esports llc,US,california,fremont
redpix games,GE,t'bilisi,tbilisi
strange mirror studios,GB,,
the looking glass,US,california,menlo park
bearded giant games,RO,bucuresti,bucharest
seamantis games,ES,,
electric noir studios,GB,england,london
rigassen,FR,ile-de-france,paris
cyberwolf studios,GB,bristol,bristol
winzo games,IN,delhi,delhi
dramatik gaming,US,massachusetts,burlington
clash & go,CY,nicosia,
red horizon,TR,istanbul,
masonic studios,US,washington,seattle
roarty digital inc.,CA,british columbia,vancouver
"clevyr labs,clevyrlabs.com, llc",oklahoma city
adrenalin & fun corporation,ES,madrid,cobena
playvs,US,california,santa monica
the global esports academy,ES,madrid,madrid
magnus games studio,MY,kuala lumpur,
mighty serious,AU,victoria,south melbourne
xido studio,ES,,
brakesoft ltd,FI,,
world of ether,US,new york,manhattan
metro esports league,US,oregon,beaverton
co-op.gg,SE,saintckholm,stockholm
株式会社gold cats,JP,,
spiral interactive,IL,,
beholder,US,texas,austin
weather battle,US,oklahoma,tulsa
bad yolk games,SE,uppsala lan,uppsala
high scores,BR,,
pure esports,US,arizona,gilbert
anikii entertainment,US,new york,jamaica
foxie,FR,ile-de-france,paris
utopia planitia consulting ug (haftungsbeschränkt),DE,berlin,berlin
aftershock,US,california,los angeles
djozefo studio,MA,marrakesh-safi,marrakesh
3 elma,TR,istanbul,istanbul
esquad,FR,ile-de-france,paris
ceonyx games,ID,jakarta,jakarta
1337 consulting gmbh,DE,baden-wurttemberg,waiblingen
saygames,BY,minsk,minsk
nada studio,ES,castilla y leon,valladolid
saturday studios,US,illinois,geneva
world fantasy network,US,delaware,wilmington
hiber,SE,västra götaland,gothenburg
immersive games,BR,sao paulo,
hound found,UA,,
gaiabyte,ES,catalonia,barcelona
vres inc.,JP,tokyo,tokyo
blue hill games,BR,,
next-gen dreams 3d,AU,queensland,
your story interactive,MD,chisinau,chisinau
8bitberry games,CA,ontario,london
gold games,AM,yerevan,yerevan
kuura,FI,kymenlaakso,kotka
spark squared,DE,,
prometheus esports consulting,ES,madrid,madrid
feardemic,PL,,
fanous studios,KW,,
mages studio,SG,central singapore,singapore
startmakinggames.com,US,california,irvine
entity gaming private ltd.,IN,maharashtra,mumbai
kfunction ltd,GB,hampshire,new forest
tellicherry games,NO,troms,tromsø
three souls interactive,IT,tuscany,lucca
don't bite devs,PL,,
applife,CY,,
amrita studio,CY,limassol,limassol
alimoteaps,DK,,
neobards entertainment ltd,TW,taiwan,taipei
sosa games,BR,santa catarina,
mingos.io,US,arizona,phoenix
savage game design,GB,devon,exeter
video games industry and gamers,ES,catalonia,manresa
"cards for gamers,cardsforgamers.com, llc",los angeles
hydracore gaming,US,tennessee,clarksville
spain game devs,ES,andalusia,jaén
pixelsplit gmbh & co. kg,DE,saxony-anhalt,hessen
rapbot studios,SG,central singapore,singapore
white sharx,BY,minsk,
freesphere entertainment,GB,cheshire,cheshire
augmentality labs,US,north carolina,durham
cyberconnect2 montreal studio inc.,CA,quebec,montreal
ludonima,BR,rio de janeiro,
pixion games,GB,england,london
control freaks games,US,north carolina,
atelier midnight sky,CA,quebec,verdun
play vertex,PK,punjab,lahore
salt esports,PK,punjab,lahore
pyramid games sp. z o.o.,PL,lubelskie,lublin
oddyssey studio,IT,piedmont,torino
yesdev,BR,ceará,
corvid studio,NO,oslo,oslo
esbd - esport-bund deutschland e.v.,DE,berlin,
koron studios,ES,andalucia,sevilla
"recoil interactive,recoil.games, llc",sacramento
podpal games,NO,sor-trondelag,trondheim
asociación avepe,ES,valencia,valencia
pro e-sport club,BR,sao paulo,
day dreamz studio,IN,maharashtra,pune
altar of gaming,EE,harjumaa,tallinn
深圳闲猫互动网络科技有限公司,CN,inner mongolia,dongsheng
legion gaming limited,GB,kirklees,west yorkshire
minibeast games,GB,cambridgeshire,cambridge
iron blood games,LK,western,colombo
game anglia,GB,suffolk,ipswich
violet games,CA,alberta,edmonton
roga news,RO,iasi,iasi
synodic arc,US,washington,seattle
ats technologies,PK,punjab,lahore
hr technologies,IN,andhra pradesh,visakhapatnam
mgm studios,FR,auvergne-rhône-alpes,lyon
higherforms,US,california,los angeles
pacific gaming pvt ltd,IN,karnataka,bengaluru
corpesa (corporate esports association),EC,pichincha,quito
"sounds food,soundsfood.com, inc.",
giant scam industries,US,tennessee,nashville
multiverse federation games,CU,camagüey,
orc chop games,PH,,
jade owl studios,NL,,
"gamtropy co.,gamtropy.com, ltd.",taipei
rawshark studios,GB,,
forcasual,ES,catalonia,rubí
warthox esport,FR,ile-de-france,paris
plausible studio,US,maryland,baltimore
guilded,US,california,san francisco
gigantic ltd,IL,tel aviv,tel aviv-yafo
playspree,US,new jersey,ridgewood
kinemotik studios,US,texas,austin
teatime games,IS,capital region,reykjavík
wild spike,BY,,
wild puppet games,GB,suffolk,bury st edmunds
little 10 robot,US,illinois,champaign
cubiex.com,DE,hessen,erbach
ctrl_space,KW,,
opal games,FR,ile-de-france,paris
fable inside,PL,pomorskie,banino
mobile free to play,GB,greater london,london
ofm studios gmbh,DE,,
digi learnnials,AR,buenos aires,
shipyard games,FI,southern finland,helsinki
gamesleon,IN,delhi,new delhi
ora games,FR,aquitaine,france
missingno studio,FR,ile-de-france,maisons-laffitte
raven interactive,PK,punjab,lahore
hypr,GB,london,london
reward international ltd,MT,saint julian,st. julian's
"turf trade,turftrade.com, llc",new york
forged interactive,CA,ontario,
pvp studio,RO,dolj,craiova
team survivors,SE,kalmar,
it recruiter,RU,,
bootcamp bros. gmbh,DE,,
honor games llc,US,california,palo alto
yoozoo games india,IN,maharashtra,pune
readyup,US,california,san francisco
cybercore,US,maryland,elkridge
no moon,GB,england,london
upsurge studios,AU,,
coinseige,GB,,
erasmus esports,NL,zuid-holland,rotterdam
gaming factory s.a.,PL,,
arabian youtubers gamers,TN,,
brainleap technologies,US,california,san diego
alien code,PL,,
eremite games,PL,lubuskie,lubuskie
red tear games,AR,buenos aires,mar del plata
atlant games,RU,,
gamermarkt,TR,istanbul,istanbul
genkai studio,CL,valparaiso,valparaiso
big 5 esports,ZA,gauteng,johannesburg
gdsoft,IL,tel aviv,ramat gan
prileria,FR,aquitaine,france
purple puppet ab,BE,west-vlaanderen,knokke
battlebrew productions,SG,central singapore,singapore
mustache game studio,BR,sergipe,aracaju
catalope games,SE,östergötland,linkoping
smash game studios,IN,maharashtra,mumbai
matecrate ug,DE,hamburg,hamburg
blackalligator,ES,barcelona,els monjos
esdf management,US,california,los angeles
north esports,DK,capital region,copenhagen
puppet master games,US,california,marina del rey
exile gaming,NL,,
lit tech studios inc.,CA,british columbia,burnaby
homecoming studio,FR,occitanie,montpellier
redlark,BG,sofia,
befootball - vrevolution,ES,madrid,
sakura consulting,GB,hampshire,andover
big4 technology,PK,islamabad,
p4rty (formerly mako labs),US,rhode island,providence
deck head games,US,california,los angeles
"gamma innovations,gammanow.com, inc",delray beach
therion games,ES,madrid,
barracuda disaster,FI,uusimaa,espoo
mobo games studio,BR,espirito santo,vila velha
minja studio,PK,punjab,lahore
omnitize.com,IL,,
x2keys.tn,TN,manouba,
black cat entertainment,GB,,
flat pixel society,FR,ile-de-france,paris
gameart games,LK,western,colombo
mochi mode,GB,rotherham,wales
創樂科技有限公司,TW,,
znt productions,BR,sao paulo,vargem grande paulista
five finger entertainment,NL,,
the monkey planet,PE,lima,lima
pixamo,GB,london,london
esports roundtable podcast,GB,london,london
yellow panda games,BR,santa catarina,
dragon's lake entertainment,CY,limassol,limassol
hayoola,IR,tehran,teheran
ecorp,ES,,
volar&la,FR,hauts-de-france,valenciennes
bats esports,ES,,
ability games pvt. ltd.,IN,west bengal,kolkata
demibug,PL,mazowieckie,warsaw
purple games,BY,,
"nexon (thailand) co.,th.nexon.com, ltd.",
holotna,FI,,
impala dev,KZ,almaty qalasy,almaty
gridrival,US,oregon,portland
codemeon,CA,quebec,montreal
revoludo,CA,british columbia,kelowna
scope studio,FI,uusimaa,espoo
taunt,US,washington,seattle
screen 12 games,GB,kirklees,west yorkshire
stubborn gaming studios,IN,telangana,hyderabad
udruženje crvena zvezda esports,RS,,
spoon games,KR,gyeonggi-do,
student game developer alliance,US,california,pomona
skyfect,TR,istanbul,
gagagugu games,BD,dhaka,dhaka
nitoris inc.,US,new york,new york
pizia,AR,cordoba,cordoba
super happy games,ES,,
fluxart studios,ES,murcia,
doogoon.inc,KR,gyeonggi-do,seongnam
arknemesis gaming,IN,tamil nadu,chennai
symbiotica,US,texas,austin
incineration productions,BG,sofia,
tech levitate,US,georgia,roswell
redwood studio,FR,ile-de-france,massy
frag lab,UA,kyiv,
comunix,IL,,
naturalborngamers.it,IT,lombardia,milan
checkraise,US,new york,
sargos games,RU,moscow,moscow
zeuz.io,DE,bavaria,bayern
wasder.gg,SE,,
iron mountain interactive 铁山互娱,AT,vienna,
neonhive,GB,,
invincible gaming studios,PK,punjab,lahore
golive games studios ag,CH,zug,zug
soul games studios,US,florida,palm bay
affinity project,IT,lombardy,bergamo
wow lore tldr,SA,,
raccoopack studios,CA,british columbia,burnaby
2049vr,CN,shanghai,
warcave,BE,flanders,antwerpen
exio entertainments,IN,tamil nadu,thoothukudi
"blockchain ventures,bcventures.io, inc.",
immortal software limited,GB,greater london,london
team visionary,US,mississippi,
crania games,TR,istanbul,
synaptixgames,US,colorado,grand junction
unknown outcome,ES,madrid,madrid
lvh tech & gaming,VN,ho chi minh,ho chi minh city
envy softworks,GR,,
arenarts inc.,US,delaware,claymont
t124 studios llc,US,washington,bothell
lucent games ltd,GB,county durham,durham
keby games,TR,bursa,
scales & horn entertainment,US,florida,orlando
eternal dream studio,ID,lampung,bandar lampung
evil zeppelin,ES,,
play2chill s.a.,PL,mazovia,warsaw
kalank,FR,nouvelle-aquitaine,angoulême
level up,GB,london,london
hitbox game studio,BR,,
level seven devil,GB,,
sandfox studio,MA,casablanca-settat,
onead,FR,,
realcast,FR,ile-de-france,vitry-sur-seine
sonder games,US,colorado,denver
yamisok philippines,PH,quezon city,capital
the whisplay company,FR,auvergne-rhône-alpes,meylan
funnearn,IN,delhi,delhi
openmygame,BY,gomel,gomel
gatoydragón,ES,andalucia,sevilla
easygamer,BR,minas gerais,belo horizonte
ko studios limited,GB,greater london,london
imperium perfect,PA,panama,panama
radical forge ltd,GB,north yorkshire,
elemental game studio,BR,,
bling bling games,DE,baden-wurttemberg,karlsruhe
red helmet experience,ES,,
saudi arabian federation for electronic & intellectual sports,SA,,
london esports ltd,GB,tower hamlets,whitechapel
chatterbox games,DE,berlin,
bottoms up studios ltd.,IE,dublin,dublin
team salvato,US,idaho,boise
redi games,PL,lesser poland voivodeship,kraków
asociación empresarial de los esports (aees),ES,madrid,madrid
playpulse,NO,sor-trondelag,trondheim
wind and rain,GB,cheshire,cheshire
okletsplay,US,california,
spinnr,EE,harjumaa,tallinn
gamerlegion gmbh,DE,berlin,berlin
azur games interactive,CY,nicosia,
free range robots,US,california,mountain view
next level e-sports bar and gaming club,US,texas,houston
stardust technology,CN,sichuan,chengdu
w.r.k.s games,GB,england,london
popbase (acquired),US,california,burbank
super rare games,GB,england,london
hidden monster games,NL,noord-holland,amsterdam
vasco adernò,IR,tehrān,
g.a. interactive entertainment,BR,,
industrial gameworks,GB,manchester,manchester
wam,RO,cluj,cluj-napoca
nog studio,FR,hauts-de-france,lille
red art games,FR,ile-de-france,montevrain
tokenplay,CA,ontario,toronto
oxymoron games s.r.o,CZ,praha,prague
"spicy monkey,spicymonkeyinc.com, inc.",richmond
unreal spirit,ES,andalucia,sevilla
noema games,GR,thessaloniki,thessaloniki
